1.0748956,-0.1528569,1.6057856267948964,6.4310783,0.0
1.066306,0.0469166,1.7717365267948966,6.4459574,0.15
1.0545386,0.2465104,1.7876221267948964,6.4603765,0.15
1.0396077,0.4458964,1.8034581267948964,6.4743457,0.15
1.0215198,0.6450256,1.8193127267948965,6.4875975,0.15
1.0002757,0.8438271,1.8351992267948964,6.4998704,0.15
0.9758694,1.0422891,1.8511252267948965,6.5111965,0.15
0.948304,1.2403209,1.8670918267948964,6.5216018,0.15
0.9175751,1.4378904,1.8831047267948964,6.5311136,0.15
0.8836811,1.634946,1.8991682267948964,6.5397572,0.15
0.8466241,1.8314144,1.9152848267948965,6.5475557,0.15
0.8063948,2.0272831,1.9314620267948965,6.5545306,0.15
0.7629999,2.222458,1.9477008267948965,6.5607013,0.15
0.7164341,2.4169046,1.9640073267948965,6.5660859,0.15
0.6666958,2.6105688,1.9803859267948964,6.5707015,0.15
0.6137897,2.8033741,1.9968392267948964,6.574563,0.15
0.5577038,2.9953044,2.0133750267948964,6.577685,0.15
0.498449,3.186263,2.0299947267948966,6.5800805,0.15
0.4360192,3.3762111,2.0467043267948966,6.581761,0.15
0.3704139,3.5650908,2.0635085267948967,6.5827389,0.15
0.3016407,3.7528228,2.0804103267948966,6.5830239,0.15
0.2296861,3.939384,2.0974178267948966,6.5826255,0.15
0.154565,4.124676,2.1145329267948965,6.5815502,0.15
0.0762721,4.3086539,2.1317621267948965,6.579805,0.15
-0.0051913,4.4912548,2.1491101267948967,6.5773989,0.15
-0.0898149,4.6723964,2.1665806267948966,6.5743379,0.15
-0.1776109,4.8520452,2.1841821267948967,6.5706283,0.15
-0.2685609,5.0301029,2.2019177267948966,6.5662683,0.15
-0.362668,5.2065153,2.2197942267948965,6.5612621,0.15
-0.4599281,5.3812134,2.2378186267948963,6.5556099,0.15
-0.5603282,5.5541122,2.2559952267948966,6.549309,0.15
-0.6638764,5.7251633,2.2743334267948963,6.5423642,0.15
-0.7705523,5.8942695,2.2928381267948965,6.5347632,0.15
-0.8803544,6.0613646,2.3115165267948963,6.526509,0.15
-0.9932745,6.2263718,2.3303761267948966,6.5176013,0.15
-1.1092973,6.3892036,2.3494226267948966,6.5080355,0.15
-1.2284183,6.5497925,2.3686225267948964,6.497816,0.15
-1.3506074,6.7080549,2.3879403267948964,6.4874818,0.15
-1.475838,6.8639194,2.4073315267948963,6.477001,0.15
-1.6040538,7.01734,2.4265002267948965,6.4676602,0.15
-1.7351692,7.1682953,2.4454030267948963,6.4606476,0.15
-1.8690872,7.3167597,2.4639894267948965,6.4557743,0.15
-2.0057193,7.4627394,2.4822114267948963,6.4535786,0.15
-2.1449611,7.6062286,2.5000751267948966,6.4538558,0.15
-2.2867181,7.7472315,2.5175908267948963,6.4563911,0.15
-2.4309059,7.8857609,2.5347652267948964,6.4609961,0.15
-2.5774179,8.0218084,2.5516041267948966,6.4675132,0.15
-2.7261862,8.1554013,2.5681162267948965,6.4757688,0.15
-2.877116,8.2865417,2.5843055267948967,6.4856371,0.15
-3.030127,8.4152445,2.6001793267948963,6.4969846,0.15
-3.1851516,8.541534,2.6157432267948963,6.5096953,0.15
-3.342089,8.6654081,2.6310003267948967,6.5236719,0.15
-3.5008905,8.7869054,2.6459582267948965,6.538806,0.15
-3.6614706,8.9060354,2.6606193267948965,6.5550209,0.15
-3.8237606,9.0228206,2.6749880267948964,6.5722377,0.15
-3.9877064,9.1372933,2.6890688267948963,6.5903889,0.15
-4.153215,9.2494587,2.7028621267948965,6.6094153,0.15
-4.3202509,9.3593619,2.7163728267948963,6.629266,0.15
-4.4887381,9.4670201,2.7296023267948963,6.6498944,0.15
-4.6586176,9.5724621,2.7425524267948966,6.6712581,0.15
-4.8298448,9.6757256,2.7552263267948964,6.6933223,0.15
-5.0023371,9.7768253,2.7676239267948968,6.7160507,0.15
-5.1760667,9.8758087,2.7797485267948967,6.7394182,0.15
-5.3509678,9.9727007,2.7916011267948964,6.7633964,0.15
-5.5269898,10.0675355,2.8031828267948966,6.7879623,0.15
-5.7040951,10.1603541,2.8144958267948965,6.8130975,0.15
-5.8822136,10.2511804,2.8255399267948964,6.8387808,0.15
-6.0613212,10.3400623,2.8363173267948967,6.8650014,0.15
-6.2413627,10.4270317,2.846828726794896,6.8917434,0.15
-6.4222952,10.5121269,2.8570747267948966,6.9189954,0.15
-6.604086,10.5953911,2.867056926794896,6.9467496,0.15
-6.7866785,10.6768563,2.8767750267948964,6.9749946,0.15
-6.9700498,10.75657,2.8862306267948967,7.0037281,0.15
-7.1541551,10.8345699,2.8954240267948967,7.0329428,0.15
-7.3389583,10.9108975,2.9043557267948965,7.0626348,0.15
-7.5244304,10.9855975,2.9130266267948968,7.092803,0.15
-7.7105283,11.0587086,2.9214366267948964,7.123443,0.15
-7.8972283,11.1302776,2.9295865267948966,7.1545579,0.15
-8.0844959,11.2003468,2.9374767267948965,7.1861463,0.15
-8.2723009,11.2689603,2.9451072267948963,7.2182096,0.15
-8.4606165,11.3361637,2.9524787267948964,7.2507511,0.15
-8.649413,11.4020012,2.9595913267948966,7.2837718,0.15
-8.8386646,11.4665188,2.966445126794896,7.317278,0.15
-9.0283464,11.5297624,2.9730406267948966,7.3512727,0.15
-9.2184331,11.5917782,2.9793775267948965,7.3857613,0.15
-9.4088994,11.6526122,2.9854563267948966,7.4207505,0.15
-9.5997277,11.712313,2.9912770267948967,7.456245,0.15
